,Feature1,Feature2
2936,SBSN,TOX3
2937,SCARA5,C2orf40
2938,SCGB1D2,SCGB2A1
2939,SCGB2A1,C3orf57
2940,SCGB2A1,FAM83E
2941,SCGB2A1,PRODH
2942,SCGB2A2,HMGCS2
2943,SCGB2A2,MUCL1
2944,SCGB2A2,PRODH
2945,SCGB2A2,SCGB1D2
2946,SCGB2A2,SCGB2A1
2947,SCGB3A1,DLK1
2948,SCGB3A1,FOLR1
2949,SCGB3A1,FUT6
2950,SCGB3A1,HSD17B2
2951,SCGB3A1,PPP1R1A
2952,SCGB3A1,SLC7A4
2953,SCGB3A1,SLPI
2954,SCGB3A1,SYT8
2955,SCGB3A1,VSIG2
2956,SCRG1,FBN3
2957,SCRG1,LGR6
2958,SCRG1,MMP10
2959,SCRG1,PCOLCE2
2960,SCRG1,SHC4
2961,SCRG1,TSPAN1
2962,SCRG1,UGT8
2963,SCUBE2,ACTL8
2964,SCUBE2,ADAMTS15
2965,SCUBE2,AGTR1
2966,SCUBE2,AR
2967,SCUBE2,CAPN8
2968,SCUBE2,CLSTN2
2969,SCUBE2,ELOVL2
2970,SCUBE2,F7
2971,SCUBE2,FSIP1
2972,SCUBE2,LOC389033
2973,SCUBE2,MAPT
2974,SCUBE2,NAT1
2975,SCUBE2,NEK10
2976,SCUBE2,NELL2
2977,SCUBE2,OGN
2978,SCUBE2,ONECUT2
2979,SCUBE2,PLCH1
2980,SCUBE2,PSAT1
2981,SCUBE2,SLC6A11
2982,SCUBE2,SLC7A4
2983,SCUBE2,TPRG1
2984,SCUBE2,TPSG1
2985,SCUBE2,TTC36
2986,SDR16C5,C2CD4A
2987,SDR16C5,CAPN8
2988,SDR16C5,CLGN
2989,SDR16C5,GPR98
2990,SDR16C5,IYD
2991,SDR16C5,MKRN3
2992,SDR16C5,MMP10
2993,SDR16C5,MMP13
2994,SDR16C5,POF1B
2995,SDR16C5,S100P
2996,SDR16C5,SLC7A2
2997,SDR16C5,SYTL5
2998,SDR16C5,TSPAN8
2999,SERPINA11,ABCC8
3000,SERPINA11,CAPN8
3001,SERPINA11,CHAD
3002,SERPINA11,ESR1
3003,SERPINA11,MAPT
3004,SERPINA11,NAT1
3005,SERPINA11,NEK10
3006,SERPINA11,PAM50Call_RNAseq
3007,SERPINA11,PTPRT
3008,SERPINA11,RIMS4
3009,SERPINA11,SCUBE2
3010,SERPINA11,SERPINA5
3011,SERPINA11,SLC1A1
3012,SERPINA11,SLITRK6
3013,SERPINA11,SYT9
3014,SERPINA11,TMPRSS6
3015,SERPINA5,AFF3
3016,SERPINA5,C16orf89
3017,SERPINA5,C19orf33
3018,SERPINA5,CTNND2
3019,SERPINA5,DCDC2
3020,SERPINA5,DKK1
3021,SERPINA5,ELOVL2
3022,SERPINA5,FAM83E
3023,SERPINA5,LRG1
3024,SERPINA5,MAOB
3025,SERPINA5,RET
3026,SERPINA5,SYNPO2L
3027,SERPINA5,SYT1
3028,SERPINA5,TLX1
3029,SERPINA5,TRPV6
3030,SERPINA5,UGT2B15
3031,SERPINA6,CHAD
3032,SERPINA6,CHST8
3033,SERPINA6,CST5
3034,SERPINA6,CST9
3035,SERPINA6,DIO1
3036,SERPINA6,GLRA3
3037,SERPINA6,KCNC2
3038,SERPINA6,PPP4R4
3039,SERPINA6,RGS22
3040,SERPINA6,SERPINA11
3041,SERPINA6,TFPI2
3042,SERPINA6,TPSG1
3043,SERPINA6,TRH
3044,SERPINA6,TSPAN1
3045,SERPINA6,TTC36
3046,SERPINB5,CHI3L2
3047,SERPINB5,DSG1
3048,SERPINB5,GJB3
3049,SERPINB5,KCNG1
3050,SERPINB5,PI15
3051,SERPINB5,PKP1
3052,SERPINB5,S100A2
3053,SERPINB5,SHC4
3054,SERPINB5,SOSTDC1
3055,SERPINB5,TRIM29
3056,SERPINB5,UGT8
3057,SEZ6L,C1orf106
3058,SEZ6L,CPLX2
3059,SEZ6L,GRM4
3060,SEZ6L,NEURL
3061,SEZ6L,NOVA1
3062,SEZ6L,PCSK1
3063,SEZ6L,SCGN
3064,SEZ6L,SCNN1G
3065,SFRP1,BCL11A
3066,SFRP1,C2orf40
3067,SFRP1,CAPN6
3068,SFRP1,CHRDL1
3069,SFRP1,EDN3
3070,SFRP1,FAT2
3071,SFRP1,IGJ
3072,SFRP1,IRX1
3073,SFRP1,LGR6
3074,SFRP1,MAPK4
3075,SFRP1,PAM50Call_RNAseq
3076,SFRP1,PTPRZ1
3077,SFRP1,SAA1
3078,SFRP1,SCARA5
3079,SFRP1,TF
3080,SFRP1,TRIM29
3081,SFRP1,UGT8
3082,SFRP1,WIF1
3083,SHC4,DLGAP1
3084,SHISA2,KCNF1
3085,SHISA2,MAOB
3086,SHISA2,MKRN3
3087,SHISA2,MKX
3088,SHISA2,OGN
3089,SHISA2,TPSD1
3090,SHISA9,ADCY5
3091,SHISA9,CACNG4
3092,SHISA9,CECR2
3093,SHISA9,CNTFR
3094,SHISA9,DLGAP1
3095,SHISA9,HPX
3096,SHISA9,SHISA2
3097,SLC13A2,ADAMTS19
3098,SLC13A2,ANKRD43
3099,SLC13A2,CCNO
3100,SLC13A2,CRYM
3101,SLC13A2,CXCL14
3102,SLC13A2,SOX2
3103,SLC13A2,TOX3
3104,SLC15A1,C1orf106
3105,SLC15A1,COL9A3
3106,SLC15A1,FBN3
3107,SLC15A1,MAPT
3108,SLC15A1,PSAT1
3109,SLC15A1,SLC6A11
3110,SLC26A3,AFF3
3111,SLC26A3,AFP
3112,SLC26A3,ATP13A4
3113,SLC26A3,DLX2
3114,SLC26A3,LOC389033
3115,SLC26A3,MKRN3
3116,SLC26A3,OGN
3117,SLC26A3,SYNPO2L
3118,SLC26A3,TLX1
3119,SLC26A3,ZNF385B
3120,SLC28A3,CHI3L2
3121,SLC28A3,NEURL
3122,SLC28A3,NTNG1
3123,SLC30A8,ABCC13
3124,SLC30A8,CPA6
3125,SLC30A8,DACH1
3126,SLC30A8,FSIP1
3127,SLC30A8,KCNC2
3128,SLC30A8,NAT1
3129,SLC30A8,SYT9
3130,SLC30A8,TPSG1
3131,SLC30A8,VSTM2A
3132,SLC34A2,B3GNT3
3133,SLC34A2,BBOX1
3134,SLC34A2,CAPN6
3135,SLC34A2,DEFB1
3136,SLC34A2,FGFBP1
3137,SLC34A2,MMP7
3138,SLC34A2,MUC15
3139,SLC34A2,MUC16
3140,SLC34A2,OLFM4
3141,SLC34A2,PROM1
3142,SLC34A2,SLC5A1
3143,SLC34A2,SLC6A14
3144,SLC34A2,SLPI
3145,SLC34A2,SOSTDC1
3146,SLC34A2,TRIM29
3147,SLC44A4,AKR7A3
3148,SLC44A4,BCAS1
3149,SLC44A4,CLGN
3150,SLC44A4,ERBB4
3151,SLC44A4,FOXA1
3152,SLC44A4,HORMAD1
3153,SLC44A4,PAM50Call_RNAseq
3154,SLC44A4,PSAT1
3155,SLC44A4,TMC5
3156,SLC44A4,TOX3
3157,SLC44A4,TSPAN1
3158,SLC44A4,ZFP57
3159,SLC44A4,ZIC1
3160,SLC5A1,FUT6
3161,SLC5A1,GJB1
3162,SLC5A1,GPRIN2
3163,SLC5A1,IGDCC3
3164,SLC5A1,NCRNA00052
3165,SLC5A1,PDZK1IP1
3166,SLC5A1,PLA2G3
3167,SLC5A1,PPP1R1A
3168,SLC5A1,SLC13A2
3169,SLC5A1,SLC28A3
3170,SLC5A1,SLPI
3171,SLC5A1,SOSTDC1
3172,SLC5A8,C2CD4A
3173,SLC5A8,CHGB
3174,SLC5A8,FGF10
3175,SLC5A8,FOXI1
3176,SLC5A8,MS4A15
3177,SLC5A8,PART1
3178,SLC5A8,PON3
3179,SLC5A8,PPP2R2C
3180,SLC6A11,GPRIN2
3181,SLC6A11,NMU
3182,SLC6A11,PSAT1
3183,SLC6A14,ATP6V0A4
3184,SLC6A14,B3GNT3
3185,SLC6A14,BBOX1
3186,SLC6A14,BCL11A
3187,SLC6A14,CACNG4
3188,SLC6A14,CNTNAP2
3189,SLC6A14,FGFBP1
3190,SLC6A14,GRM4
3191,SLC6A14,GSTA1
3192,SLC6A14,HSD17B2
3193,SLC6A14,NEURL
3194,SLC6A14,PI3
3195,SLC6A14,PIK3C2G
3196,SLC6A14,RHCG
3197,SLC6A14,SFRP1
3198,SLC6A14,SLC28A3
3199,SLC6A14,SLC5A1
3200,SLC6A14,SOSTDC1
3201,SLC6A14,TRIM29
3202,SLC6A15,FGFBP1
3203,SLC6A15,LOC84740
3204,SLC6A15,NMU
3205,SLC6A15,UGT8
3206,SLC6A4,ADAMTS15
3207,SLC6A4,CLIC6
3208,SLC6A4,CXCL14
3209,SLC6A4,DLX2
3210,SLC6A4,GATA4
3211,SLC6A4,GRM4
3212,SLC6A4,HEPACAM2
3213,SLC6A4,HPX
3214,SLC6A4,IGDCC3
3215,SLC6A4,MAOB
3216,SLC6A4,NAT1
3217,SLC6A4,NTNG1
3218,SLC6A4,PLIN5
3219,SLC6A4,RBM24
3220,SLC6A4,SLC26A3
3221,SLC6A4,SORCS1
3222,SLC6A4,TTC36
3223,SLC7A2,C19orf33
3224,SLC7A2,DACH1
3225,SLC7A2,FLT3
3226,SLC7A2,FSIP1
3227,SLC7A2,GPR98
3228,SLC7A2,GRB14
3229,SLC7A2,GRIK3
3230,SLC7A2,GSTA1
3231,SLC7A2,HEPACAM2
3232,SLC7A2,HORMAD1
3233,SLC7A2,RASAL1
3234,SLC7A2,RGS22
3235,SLC7A2,SYTL5
3236,SLC7A2,TUBA3D
3237,SLC7A4,ACTL8
3238,SLC7A4,C1orf173
3239,SLC7A4,FGF10
3240,SLC7A4,GRM4
3241,SLC7A4,HEPACAM2
3242,SLC7A4,HRASLS5
3243,SLC7A4,LOC389033
3244,SLC7A4,PAX7
3245,SLC7A4,SPAG17
3246,SLC7A4,TMPRSS6
3247,SLC7A4,TPRG1
3248,SLC7A4,VIPR2
3249,SLC7A4,WFDC2
3250,SLC9A2,ATP13A5
3251,SLC9A2,CECR2
3252,SLC9A2,CRYM
3253,SLC9A2,FAM3B
3254,SLC9A2,IYD
3255,SLC9A2,PLCH1
3256,SLC9A2,POF1B
3257,SLC9A2,PSCA
3258,SLC9A2,TFPI2
3259,SLITRK6,AREG
3260,SLITRK6,ATP6V0A4
3261,SLITRK6,CLIC6
3262,SLITRK6,DLX2
3263,SLITRK6,DOK7
3264,SLITRK6,FAM3B
3265,SLITRK6,FGF10
3266,SLITRK6,GLDC
3267,SLITRK6,GLYATL1
3268,SLITRK6,GRIK3
3269,SLITRK6,LOC440905
3270,SLITRK6,LRP1B
3271,SLITRK6,NEK10
3272,SLITRK6,SLC1A1
3273,SLITRK6,SLC5A1
3274,SLITRK6,WDR72
3275,SLPI,B3GNT3
3276,SLPI,PDZK1IP1
3277,SLPI,RGS22
3278,SLPI,SLC28A3
3279,SMOC1,COL9A3
3280,SMOC1,DACH1
3281,SMOC1,IRX1
3282,SMOC1,PLIN5
3283,SMOC1,SHC4
3284,SORCS1,ADAMTS15
3285,SORCS1,C1orf106
3286,SORCS1,C1orf173
3287,SORCS1,CLSTN2
3288,SORCS1,CST5
3289,SORCS1,ELOVL2
3290,SORCS1,FAM196A
3291,SORCS1,FLT3
3292,SORCS1,LOC389033
3293,SORCS1,NELL2
3294,SORCS1,PLCH1
3295,SORCS1,SCUBE2
3296,SORCS1,SLC7A4
3297,SORCS1,SPDYC
3298,SORCS1,TRPV6
3299,SOSTDC1,DLGAP1
3300,SOSTDC1,FAT2
3301,SOSTDC1,IRX1
3302,SOSTDC1,RASAL1
3303,SOSTDC1,SHC4
3304,SOX10,AKR1B10
3305,SOX10,EDN3
3306,SOX10,ELF5
3307,SOX10,IRX1
3308,SOX10,KRT15
3309,SOX10,MIA
3310,SOX10,PTPRZ1
3311,SOX10,SFRP1
3312,SOX10,SOSTDC1
3313,SOX10,TTYH1
3314,SOX10,WIF1
3315,SOX2,CHI3L2
3316,SPAG17,GRM4
3317,SPAG17,HPX
3318,SPAG17,PAH
3319,SPAG6,CECR2
3320,SPAG6,ONECUT2
3321,SPAG6,PYDC1
3322,SPAG6,SCUBE2
3323,SPAG6,TPRG1
3324,SPDYC,CDH1
3325,SPDYC,DLX2
3326,SPDYC,GLDC
3327,SPDYC,IYD
3328,SPDYC,LOC389033
3329,SPDYC,LY6K
3330,SPDYC,MAGEA1
3331,SPDYC,PLCH1
3332,SPDYC,PSCA
3333,SPDYC,SLC1A1
3334,SPDYC,TMEM40
3335,STAC2,BBOX1
3336,STAC2,FABP7
3337,STAC2,FOLR1
3338,STAC2,HSD17B2
3339,STAC2,KRT15
3340,STAC2,MUC15
3341,STAC2,PIK3C2G
3342,STAC2,PROL1
3343,STAC2,SFRP1
3344,STAC2,SYT8
3345,STAC2,TRIM29
3346,STAC2,WIF1
3347,SYT1,ATRNL1
3348,SYT1,DACH1
3349,SYT1,NAT1
3350,SYT1,NELL2
3351,SYT1,SLC13A2
3352,SYT1,TRPA1
3353,SYT13,BEX1
3354,SYT13,CGA
3355,SYT13,CST5
3356,SYT13,GRM4
3357,SYT13,MYT1
3358,SYT13,PAH
3359,SYT13,RGS22
3360,SYT13,SEZ6L
3361,SYT13,SYT1
3362,SYT13,TMPRSS6
3363,SYT13,TOX3
3364,SYT13,WDR72
3365,SYT13,ZIC2
3366,SYT8,CHI3L2
3367,SYT8,GPRIN2
3368,SYT8,IRX1
3369,SYT8,LY6K
3370,SYT8,SMOC1
3371,SYT8,TRIM29
3372,SYT9,AGTR1
3373,SYT9,AR
3374,SYT9,ATRNL1
3375,SYT9,C1orf106
3376,SYT9,CLSTN2
3377,SYT9,CXADRP3
3378,SYT9,CXCL13
3379,SYT9,CXCL14
3380,SYT9,F7
3381,SYT9,FAM83A
3382,SYT9,FUT3
3383,SYT9,LOC389033
3384,SYT9,MAPT
3385,SYT9,NAT1
3386,SYT9,RASAL1
3387,SYT9,RGS22
3388,SYT9,ROBO2
3389,SYT9,SORCS1
3390,SYT9,TPRG1
3391,SYT9,TPSD1
3392,SYT9,TPSG1
3393,SYT9,ZNF385B
3394,SYTL5,ART3
3395,SYTL5,C3orf57
3396,SYTL5,DACH1
3397,SYTL5,FLT3
3398,SYTL5,FSIP1
3399,SYTL5,GPR98
3400,SYTL5,MARCO
3401,SYTL5,PHGR1
3402,SYTL5,TSPAN1
3403,SYTL5,UGT2B15
3404,TAT,ADAMTS15
3405,TAT,APOD
3406,TAT,AREG
3407,TAT,CALML3
3408,TAT,DLGAP1
3409,TAT,DLK1
3410,TAT,FGF10
3411,TAT,GLRA3
3412,TAT,HEPACAM2
3413,TAT,KCNC2
3414,TAT,PON3
3415,TAT,SLC5A8
3416,TAT,SPAG6
3417,TCN1,AREG
3418,TCN1,COL17A1
3419,TCN1,GLDC
3420,TCN1,LOC728606
3421,TCN1,LRP1B
3422,TCN1,MSMB
3423,TCN1,POF1B
3424,TCN1,PROL1
3425,TCN1,SERPINB5
3426,TCN1,SLC1A1
3427,TCN1,SLC28A3
3428,TCN1,SLC5A1
3429,TCN1,SLPI
3430,TCN1,SYTL5
3431,TCN1,TMC5
3432,TCN1,TSPAN1
3433,TCN1,TSPAN8
3434,TDRD1,DLGAP1
3435,TDRD1,IYD
3436,TDRD1,PDZK1IP1
3437,TDRD1,UGT2B28
3438,TF,AKR1C2
3439,TF,HP
3440,TF,IRX1
3441,TF,PCOLCE2
3442,TF,SAA1
3443,TF,TMEM132C
3444,TF,TTYH1
3445,TFAP2B,ALOX15B
3446,TFAP2B,ANKRD43
3447,TFAP2B,C2CD4A
3448,TFAP2B,CDH1
3449,TFAP2B,CLCA2
3450,TFAP2B,CYP4F8
3451,TFAP2B,CYP4Z2P
3452,TFAP2B,HGD
3453,TFAP2B,HPX
3454,TFAP2B,KLHDC7A
3455,TFAP2B,LOC642587
3456,TFAP2B,MAOB
3457,TFAP2B,MUC6
3458,TFAP2B,PIK3C2G
3459,TFAP2B,PPP1R1A
3460,TFAP2B,SCNN1G
3461,TFAP2B,SHISA9
3462,TFAP2B,TMC5
3463,TFAP2B,VTCN1
3464,TFF1,ADAMTS15
3465,TFF1,AGR3
3466,TFF1,AREG
3467,TFF1,C20orf114
3468,TFF1,CAPN8
3469,TFF1,CHAD
3470,TFF1,CYP2B7P1
3471,TFF1,F7
3472,TFF1,GP2
3473,TFF1,PDZK1
3474,TFF1,SLC13A2
3475,TFF1,SLC7A2
3476,TFF1,SYT1
3477,TFF1,TFF3
3478,TFF1,TSPAN1
3479,TFF1,UGT2B15
3480,TFF3,ABCC11
3481,TFF3,AGR2
3482,TFF3,AKR7A3
3483,TFF3,C1orf64
3484,TFF3,CHI3L2
3485,TFF3,CNTNAP2
3486,TFF3,FOXA1
3487,TFF3,HORMAD1
3488,TFF3,LOC84740
3489,TFF3,RET
3490,TFF3,ROBO2
3491,TFF3,SLC44A4
3492,TFF3,TOX3
3493,TFPI2,APOD
3494,TFPI2,AREG
3495,TFPI2,FAM83A
3496,TFPI2,FLT3
3497,THRSP,APOD
3498,THRSP,HRASLS5
3499,THRSP,PCK1
3500,THRSP,PLIN4
3501,THRSP,PLIN5
3502,THRSP,PPP1R1A
3503,THRSP,TTC36
3504,TLX1,GABBR2
3505,TLX1,RASAL1
3506,TMC5,AR
3507,TMC5,C2CD4A
3508,TMC5,C3orf57
3509,TMC5,GLYATL1
3510,TMC5,GPR98
3511,TMC5,KNDC1
3512,TMC5,LRG1
3513,TMC5,MKRN3
3514,TMC5,OGN
3515,TMC5,SHISA2
3516,TMC5,SLC1A1
3517,TMEM40,B3GNT3
3518,TMEM40,C1orf106
3519,TMEM40,GJB3
3520,TMPRSS3,CDH1
3521,TMPRSS3,CECR2
3522,TMPRSS3,GPRIN2
3523,TMPRSS3,LGR6
3524,TMPRSS3,LOC642587
3525,TMPRSS3,MAOB
3526,TMPRSS3,S100A1
3527,TMPRSS4,AKR1B10
3528,TMPRSS4,CECR2
3529,TMPRSS4,CYP4F11
3530,TMPRSS4,FAM83A
3531,TMPRSS4,KRT13
3532,TMPRSS4,SLC26A3
3533,TMPRSS4,SOX2
3534,TMPRSS6,CYP4F11
3535,TMPRSS6,DOK7
3536,TMPRSS6,MYT1
3537,TMPRSS6,NMU
3538,TMPRSS6,RASAL1
3539,TMPRSS6,RET
3540,TMPRSS6,RGS22
3541,TMPRSS6,SEZ6L
3542,TMPRSS6,SPAG17
3543,TMPRSS6,TNFSF12-TNFSF13
3544,TNFSF12-TNFSF13,PSAT1
3545,TNNT1,ATP13A4
3546,TNNT1,CACNG4
3547,TNNT1,CNTNAP2
3548,TNNT1,CXCL17
3549,TNNT1,FOXJ1
3550,TNNT1,LPPR3
3551,TNNT1,PON3
3552,TNNT1,SLC5A1
3553,TNNT1,TMPRSS6
3554,TOX3,CLGN
3555,TOX3,CPA6
3556,TOX3,CTNND2
3557,TOX3,SLC1A1
3558,TOX3,SLC6A15
3559,TPRG1,C1orf106
3560,TPRG1,CYP4F11
3561,TPRG1,FSIP1
3562,TPRG1,NAT1
3563,TPRG1,NELL2
3564,TPRG1,ONECUT2
3565,TPRG1,PHGR1
3566,TPRG1,PLCH1
3567,TPRG1,RGS22
3568,TPRG1,SPAG17
3569,TPRG1,TMPRSS6
3570,TPRG1,TUBA3E
3571,TPSD1,PAM50Call_RNAseq
3572,TPSG1,B3GNT3
3573,TPSG1,CLSTN2
3574,TPSG1,DKK1
3575,TPSG1,EMX1
3576,TPSG1,LOC389033
3577,TPSG1,PLIN5
3578,TPSG1,SMOC1
3579,TPSG1,SYNPO2L
3580,TPSG1,TTC36
3581,TRH,BCAS1
3582,TRH,FAM196A
3583,TRH,FLT3
3584,TRH,GPRIN2
3585,TRH,MYT1
3586,TRH,NKX2-2
3587,TRH,SYTL5
3588,TRH,TRPV6
3589,TRH,VTCN1
3590,TRIM29,DEFB1
3591,TRIM29,FAT2
3592,TRIM29,GPRIN2
3593,TRIM29,LGR6
3594,TRIM29,SOSTDC1
3595,TRIM29,TRPV6
3596,TRPA1,GJB1
3597,TRPA1,VTCN1
3598,TRPV6,C1orf106
3599,TRPV6,DKK1
3600,TRPV6,EMX1
3601,TRPV6,HSD17B2
3602,TRPV6,KCNG1
3603,TRPV6,NELL2
3604,TRPV6,PART1
3605,TRPV6,PDZK1IP1
3606,TRPV6,PIK3C2G
3607,TRPV6,PLCH1
3608,TRPV6,PPP1R1A
3609,TSIX,?|652919
3610,TSPAN1,CPA6
3611,TSPAN1,MS4A8B
3612,TSPAN8,ATP13A5
3613,TSPAN8,CPA6
3614,TSPAN8,DLK1
3615,TSPAN8,KCNF1
3616,TSPAN8,ONECUT2
3617,TSPAN8,POF1B
3618,TSPAN8,TFPI2
3619,TSPAN8,VSIG2
3620,TTC36,ADAMTS15
3621,TTC36,EMX1
3622,TTC36,GABBR2
3623,TTC36,LOC84740
3624,TTC36,MAPT
3625,TTC36,NMU
3626,TTC36,PAM50Call_RNAseq
3627,TTC36,PSAT1
3628,TTC36,SLC6A11
3629,TTC36,UGT8
3630,TTYH1,CNTFR
3631,TTYH1,COL9A3
3632,TTYH1,IRX1
3633,TTYH1,RASAL1
3634,TTYH1,SCRG1
3635,TTYH1,SHC4
3636,TTYH1,SMOC1
3637,TTYH1,UGT8
3638,TUBA3D,LOC440905
3639,TUBA3D,TUBA3E
3640,TUBA3D,ZNF385B
3641,TUBA3E,MAPT
3642,TUBA3E,MS4A8B
3643,TUBA3E,RASAL1
3644,TUSC5,CIDEA
3645,TUSC5,CIDEC
3646,TUSC5,FABP4
3647,TUSC5,GPD1
3648,TUSC5,HP
3649,TUSC5,LEP
3650,TUSC5,PLIN1
3651,TUSC5,PLIN4
3652,UGT2B11,BPIL1
3653,UGT2B11,CXADRP3
3654,UGT2B11,LRRC31
3655,UGT2B11,UGT2B15
3656,UGT2B11,UGT2B28
3657,UGT2B11,VIPR2
3658,UGT2B15,AFF3
3659,UGT2B15,AR
3660,UGT8,PSAT1
3661,UGT8,SHC4
3662,VGLL1,ABCC8
3663,VGLL1,AKR7A3
3664,VGLL1,ANKRD30B
3665,VGLL1,FOXA1
3666,VGLL1,FSIP1
3667,VGLL1,GABBR2
3668,VGLL1,GSTA1
3669,VGLL1,HORMAD1
3670,VGLL1,KCNG1
3671,VGLL1,LCN2
3672,VGLL1,MAPK4
3673,VGLL1,MAPT
3674,VGLL1,MUC15
3675,VGLL1,PPP1R14C
3676,VGLL1,ROPN1
3677,VGLL1,SLC15A1
3678,VGLL1,SLC6A14
3679,VGLL1,TSPAN1
3680,VGLL1,TTYH1
3681,VGLL1,ZFP57
3682,VIPR2,ATP13A4
3683,VIPR2,CXADRP3
3684,VIPR2,FGF10
3685,VIPR2,NTNG1
3686,VIPR2,SLC1A1
3687,VSIG2,C2orf40
3688,VSIG2,FAM83E
3689,VSIG2,POF1B
3690,VSTM2A,ABCC13
3691,VSTM2A,ASCL1
3692,VSTM2A,ATRNL1
3693,VSTM2A,BEX1
3694,VSTM2A,CBLN2
3695,VSTM2A,CTNND2
3696,VSTM2A,EMX1
3697,VSTM2A,HS6ST3
3698,VSTM2A,NCRNA00052
3699,VSTM2A,NPY1R
3700,VSTM2A,PCDH10
3701,VSTM2A,PVALB
3702,VSTM2A,RIMS4
3703,VSTM2A,SOX2
3704,VSTM2A,SYT1
3705,VTCN1,CHGB
3706,VTCN1,CHI3L2
3707,VTCN1,GPRIN2
3708,VTCN1,HSD17B2
3709,VTCN1,KRT15
3710,VTCN1,KRT23
3711,VTCN1,MAOB
3712,VTCN1,MYT1
3713,VTCN1,NDP
3714,VTCN1,PHGR1
3715,VTCN1,SHISA2
3716,VTCN1,TMPRSS3
3717,WDR72,AGTR1
3718,WDR72,CPA6
3719,WDR72,KRT13
3720,WDR72,SYT1
3721,WFDC2,C1orf173
3722,WFDC2,CHST8
3723,WFDC2,FAM83E
3724,WFDC2,PLA2G3
3725,WFDC2,SLC13A2
3726,WFDC2,SLPI
3727,WFDC2,SPAG17
3728,WFDC2,TMPRSS6
3729,WIF1,C2orf40
3730,WIF1,DLK1
3731,WIF1,EDN3
3732,WIF1,KRT15
3733,WIF1,LGR6
3734,WIF1,PTPRZ1
3735,WIF1,SCRG1
3736,WIF1,SYT8
3737,WIF1,TF
3738,WIF1,TTYH1
3739,WNK4,ADCY5
3740,WNK4,CACNG4
3741,WNK4,ELOVL2
3742,WNK4,FAM83A
3743,WNK4,IGDCC3
3744,WNK4,LOC84740
3745,WNK4,LPPR3
3746,WNK4,PLIN5
3747,WNK4,SERPINA5
3748,WNK4,SMOC1
3749,WT1,TNFSF12-TNFSF13
3750,ZIC1,AFF3
3751,ZIC1,AKR7A3
3752,ZIC1,ART3
3753,ZIC1,BCAS1
3754,ZIC1,CHI3L2
3755,ZIC1,COL9A3
3756,ZIC1,HORMAD1
3757,ZIC1,NMU
3758,ZIC1,ROPN1
3759,ZIC1,SCRG1
3760,ZIC1,SLC6A15
3761,ZIC1,SYTL5
3762,ZIC1,TTYH1
3763,ZIC1,UGT8
3764,ZIC2,CECR2
3765,ZIC2,GATA4
3766,ZIC2,NKX2-2
3767,ZIC2,ONECUT2
3768,ZIC2,PAX7
3769,ZIC2,SOX2
3770,ZNF385B,LOC389033
3771,ZNF385B,SLC1A1
